StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,definition,BFI_A1,BFI_A2,BFI_A3,BFI_A4,BFI_A5,BFI_A6,BFI_A7,BFI_A8,BFI_A9,BFI_C10,BFI_C11,BFI_C12,BFI_C13,BFI_C14,BFI_C15,BFI_C16,BFI_C17,BFI_C18,BFI_O19,BFI_O20,BFI_O21,BFI_O22,BFI_O23,BFI_O24,BFI_O25,BFI_O26,BFI_O27,BFI_O28,ATT_1_agree_a_little,SSS_1,SSS_2,SSS_3,SSS_4,SSS_5,SSS_6,SSS_7,SSS_8,SSS_9,SSS_10,att_2_2,EASY_1,EASY_2,EASY_3,DEEPCTN_s_1,DEEPCTN_s_2,DEEPCTN_s_3,DEEPCTN_s_4,DEEPCTN_s_5,DEEPCTN_s_6,DEEPCTN_ex_6,DEEPCTN_ex_7,DEEPCTN_ex_8,DEEPCTN_s_7,DEEPCTN_s_8,DEEPCTN_s_9,DEEPCTN_ex_1,DEEPCTN_ex_2,DEEPCTN_ex_3,DEEPCTN_ex_4,DEEPCTN_em_1,DEEPCTN_em_2,DEEPCTN_em_3,DEEPCTN_em_4,DEEPCTN_s_10,DEEPCTN_ex_5,DEEPCTN_m_1,DEEPCTN_m_2,DEEPCTN_m_3,DEEPCTN_m_4,DEEPCTN_m_5,DEEPCTN_m_6,DEEPCTN_em_5,DEEPCTN_em_6,RYFF_1,RYFF_2,RYFF_3,RYFF_4,RYFF_5,RYFF_6,RYFF_7,RYFF_8,RYFF_9,RYFF_10,RYFF_11,RYFF_12,RYFF_13,RYFF_14,RYFF_15,RYFF_16,RYFF_17,RYFF_18,Att_3_stronglydisagree,nature_child,land_child_cat_1,land_child_cat_2,land_child_cat_3,land_child_cat_4,land_child_cat_5,land_child_cat_6,land_child_cat_7,land_child_cat_8,land_child_cat_8_TEXT,land_child_freq,nature_live_now,land_now_cat_1,land_now_cat_2,land_now_cat_3,land_now_cat_4,land_now_cat_5,land_now_cat_6,land_now_cat_7,land_now_cat_8,land_now_cat_8_TEXT,land_now_freq,age,gender,gender_6_TEXT,sex_orientation_1,sex_orientation_2,sex_orientation_3,sex_orientation_4,sex_orientation_5,sex_orientation_6,sex_orientation_7,sex_orientation_8,sex_orientation_9,sex_orientation_10,sex_orientation_11,sex_orientation_12,sex_orientation_13,sex_orientation_14,sex_orientation_15,sex_orientation_14_TEXT,ethnoracial,ethnoracial_mixed_1,ethnoracial_mixed_2,ethnoracial_mixed_3,ethnoracial_mixed_4,ethnoracial_mixed_5,ethnoracial_mixed_6,ethnoracial_mixed_7,ethnoracial_mixed_8,country_born,country_grew_up,age_move_US,college_year,college_year_9_TEXT,major,SES_peers,SES_family,politics_overall,politics_economic,politics_social,subjective_att,id,time,att_1,att_2,att_3,att_total,openness,openness_z,CTN_overall,CTN_overall_z,CTN_Deep,CTN_Deep_z,CTN_Exp,CTN_Exp_z,CTN_Emo,CTN_Emo_z,CTN_Pres,CTN_Pres_z,SES,politics
2023-05-17T16:28:45Z,2023-05-17 09:49:09,0,128.54.200.56,100,1223,1,2023-05-17 09:49:09,R_3iURi3S4H0nVuNP,NA,NA,NA,NA,34.001,-118.0376,anonymous,EN,"natural, peaceful, green,",3,3,3,3,3,3,3,3,3,3,3,5,2,3,3,3,3,4,3,3,3,3,3,3,3,4,3,2,4,2,1,2,2,2,1,NA,2,1,2,2,4,4,3,5,4,3,4,4,2,4,2,3,4,4,5,6,7,6,6,6,4,6,1,4,4,4,4,6,5,5,6,7,4,4,3,4,5,4,4,6,5,5,2,6,4,5,4,6,5,6,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6,19,Woman,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,1,NA,78,5,10,4,5,5,1,47665,20.383333333333333,1,1,1,3,30,-0.986871358809259,124,0.40076612807012063,35,0.01339602964062448,38,0.3258823436762072,21,0.2961399554382353,30,0.827766436183324,7.5,4.666666666666667
2023-05-17T17:46:32Z,2023-05-17 10:59:29,0,128.54.44.97,100,777,1,2023-05-17 10:59:30,R_3GqQz5vGcsBAPCN,NA,NA,NA,NA,32.7449,-117.165,anonymous,EN,True nature is something that exists without direct influence from mankind,1,5,1,4,4,1,5,1,5,5,1,5,1,1,5,4,5,3,3,5,3,4,3,4,1,5,5,3,4,2,2,2,1,1,2,1,2,1,1,2,4,3,4,1,4,1,6,7,4,4,1,1,1,2,6,3,1,7,7,6,6,4,2,1,4,2,1,3,1,3,1,7,1,6,6,6,1,2,1,1,7,7,1,7,7,6,1,4,1,6,4,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,2,21,Woman,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,3,NA,78,8,8,7,7,7,1,37924,12.95,1,1,1,3,36,0.06847678816227526,84,-0.9105136165988967,26,-0.7386953487544224,28,-0.6082661688310824,19,-0.038293959754944505,11,-1.48329431497797,8,7
2023-05-17T19:03:11Z,2023-05-17 12:13:41,0,128.54.75.3,100,630,1,2023-05-17 12:13:42,R_31NKh3Lv46iRHnE,NA,NA,NA,NA,32.8425,-117.2484,anonymous,EN,the environment you're in when you go outside of a city or urban area.,4,4,1,5,5,1,5,2,2,5,5,5,5,1,4,5,4,4,3,5,2,4,2,5,1,4,1,1,4,2,1,2,1,1,1,2,2,1,1,2,5,4,4,2,4,1,1,3,6,5,5,2,3,3,1,5,6,7,7,5,7,4,1,4,5,1,1,5,1,1,4,7,1,7,5,5,6,6,1,2,7,6,1,7,7,6,1,5,1,7,6,7,2,1,1,NA,1,NA,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,4,21,Woman,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,65,188,0,4,NA,16,4,6,6,3,7,1,35111,10.5,1,1,0,2,28,-1.338654074466437,98,-0.4515657059647406,25,-0.8222610574649831,42,0.6995417486791231,18,-0.2055109173515344,13,-1.2400247622241496,5,5.333333333333333
2023-05-17T19:07:18Z,2023-05-17 12:19:12,0,128.54.38.17,100,714,1,2023-05-17 12:19:14,R_POtU3RUMnIWSw7v,NA,NA,NA,NA,32.8595,-117.2124,anonymous,EN,Nature is anything that is not man-made.,3,4,3,3,4,1,4,2,4,5,4,5,4,2,4,2,5,5,4,4,3,4,4,5,3,5,2,4,4,1,2,1,1,2,1,2,1,1,1,2,1,1,1,4,5,1,2,2,7,5,6,5,5,5,6,4,5,4,6,6,7,7,5,6,4,3,2,3,7,6,6,4,6,4,4,3,6,7,5,6,3,3,2,5,6,6,3,5,5,4,4,1,3,NA,NA,NA,NA,1,NA,NA,1,"Chaparral, ranches",7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,19,Woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,2,NA,78,4,4,6,5,7,1,47153,11.9,1,1,1,3,38,0.4202595038194534,138,0.8597140387042768,41,0.514790281903989,39,0.4192971949269362,31,1.9683095314041343,27,0.4628621070525934,4,6
2023-05-17T19:31:33Z,2023-05-17 12:40:56,0,128.54.215.76,100,563,1,2023-05-17 12:40:57,R_3R95UfxHvOI5uqh,NA,NA,NA,NA,32.8509,-117.2722,anonymous,EN,"I would define nature as the living world such as plants, bugs, rocks, etc.",1,4,1,4,5,1,4,2,5,4,2,4,1,4,4,4,4,2,4,4,2,4,2,5,2,2,1,4,4,1,1,1,1,1,2,2,2,2,1,2,5,4,4,3,6,3,5,7,4,3,2,2,2,5,3,5,6,4,6,7,7,5,1,3,2,1,2,2,2,1,1,2,3,5,5,3,5,3,5,5,2,6,2,6,5,5,2,6,2,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,1,None unfortunately.,6,2,NA,NA,NA,NA,NA,NA,NA,1,None.,6,21,Woman,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,3,NA,77,4,3,5,4,7,1,39780,9.383333333333333,1,1,1,3,30,-0.986871358809259,96,-0.5171296931981915,34,-0.07016967906993628,30,-0.42143646632962445,23,0.6305738706314151,9,-1.7265638677317905,3.5,5.333333333333333
2023-05-17T19:31:36Z,2023-05-17 12:41:34,0,174.210.120.211,100,597,1,2023-05-17 12:41:34,R_cAtXnsYPR8uLEvT,NA,NA,NA,NA,34.0062,-117.4432,anonymous,EN,calming,3,5,1,5,3,4,5,1,4,4,2,5,3,3,4,3,4,5,3,4,5,4,3,5,3,4,2,2,4,1,2,1,1,2,2,1,2,2,2,2,5,4,3,7,7,7,7,7,6,7,7,7,7,6,6,7,5,3,7,6,6,3,2,6,5,7,6,6,6,4,4,5,1,7,6,6,6,5,3,3,4,4,1,5,7,7,3,7,3,6,5,1,2,NA,1,1,1,1,1,1,NA,NA,3,1,1,NA,NA,NA,NA,1,1,NA,NA,2,19,Woman,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,NA,121,188,7,2,NA,10,7,7,6,5,7,1,46229,9.95,1,1,1,3,35,-0.10741456966631378,158,1.5153539110387855,59,2.018973038694083,48,1.2600308561834968,18,-0.2055109173515344,33,1.1926707653140547,7,6
2023-05-17T19:51:54Z,2023-05-17 13:10:23,0,174.195.194.124,100,1108,1,2023-05-17 13:10:23,R_12xlOWgbRSgqXK4,NA,NA,NA,NA,33.919,-117.2359,anonymous,EN,"ecosystems made up of living plants, animals, and nonliving eco-material like soil and rock",2,5,1,4,5,1,4,2,4,4,4,4,4,4,4,4,4,2,4,4,2,4,2,5,4,5,4,4,4,2,1,2,2,2,1,2,2,1,1,2,3,3,3,2,4,3,5,6,3,3,3,5,2,2,2,2,4,4,5,5,2,6,2,4,3,2,4,3,2,3,2,6,4,6,6,4,5,2,3,3,5,5,2,6,6,5,2,2,2,6,6,1,2,NA,NA,NA,1,NA,NA,NA,1,mostly hills and desert plants,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,19,Woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,White,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,2,NA,78,8,9,5,5,6,2,40883,18.466666666666665,1,1,1,3,38,0.4202595038194534,91,-0.6810396612818187,27,-0.6551296400438616,29,-0.5148513175803534,19,-0.038293959754944505,16,-0.8751204330934189,8.5,5.333333333333333
2023-05-17T20:36:48Z,2023-05-17 13:43:54,0,137.110.55.10,100,425,1,2023-05-17 13:43:55,R_24dQK6ghxc5L1ty,NA,NA,NA,NA,32.7203,-117.1552,anonymous,EN,"the outdoors, something not man made",1,5,1,5,5,2,5,1,5,4,2,4,3,2,3,4,4,4,3,5,3,5,3,5,4,5,5,5,4,2,2,1,1,1,1,1,2,2,1,2,4,4,2,7,6,5,6,7,7,6,7,7,3,6,3,6,5,4,7,7,6,3,7,6,6,3,4,4,5,5,5,7,5,3,5,1,6,3,4,2,4,5,1,6,7,6,1,7,7,5,6,1,1,1,1,NA,NA,1,NA,NA,NA,NA,3,1,1,1,NA,1,1,NA,NA,NA,NA,3,20,Woman,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,3,NA,78,7,8,7,7,7,1,40948,7.083333333333333,1,1,1,3,43,1.2997162929623987,151,1.2858799557217073,49,1.1833159515884752,48,1.2600308561834968,28,1.4666586586143646,26,0.34122733067568317,7.5,7
2023-05-17T20:38:53Z,2023-05-17 13:50:46,0,128.54.188.119,100,712,1,2023-05-17 13:50:46,R_1rff9jN1POi3sFE,NA,NA,NA,NA,33.5679,-117.7046,anonymous,EN,"When I think of ""nature,"" the first thing that comes to mind are living things in the outside world. Anything living that excludes humans and human interactions such as animals, plants, trees, organisms, ecosystems, landscapes (forests, woods, oceans) are all things that when composed together, make nature.",4,4,4,4,4,3,4,3,3,5,4,4,4,4,3,3,3,5,3,3,4,3,3,4,2,4,2,2,4,2,1,1,2,2,1,1,2,1,1,2,4,3,4,3,3,2,6,7,3,4,2,3,4,2,2,3,5,4,3,2,5,5,3,5,2,2,1,3,2,1,1,6,5,6,4,4,3,2,3,3,4,4,1,7,6,7,2,5,2,5,4,1,1,1,1,NA,NA,NA,1,NA,NA,NA,5,1,1,1,NA,NA,NA,1,NA,NA,NA,5,19,Man,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,2,NA,28,6,3,3,4,3,2,41297,11.866666666666667,1,1,1,3,30,-0.986871358809259,86,-0.8449496293654458,30,-0.4044325139121793,26,-0.7950958713325403,20,0.1289229978416454,10,-1.6049290913548802,4.5,3.3333333333333335
2023-05-17T21:05:42Z,2023-05-17 14:17:51,0,137.110.60.195,100,728,1,2023-05-17 14:17:52,R_w5kiFSvhmo0Z4qd,NA,NA,NA,NA,32.8425,-117.2484,anonymous,EN,"The outdoors, such as trees, rivers, bushes, and grass.",1,5,3,3,5,1,5,1,5,5,1,5,1,1,5,5,5,2,5,4,5,5,4,5,1,5,5,4,4,2,1,2,1,1,2,2,1,2,2,2,2,3,5,3,1,1,1,7,1,1,1,1,1,2,1,1,1,4,1,5,6,2,1,5,1,1,1,1,1,1,1,7,3,7,7,7,1,1,1,1,7,7,1,7,7,7,1,2,1,7,7,1,2,NA,1,NA,NA,NA,1,NA,NA,NA,2,2,NA,1,NA,NA,NA,1,NA,NA,NA,6,18,Woman,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed,NA,1,NA,1,NA,NA,NA,NA,188,NA,NA,1,NA,78,9,9,6,6,7,1,45272,12.133333333333333,1,1,1,3,43,1.2997162929623987,50,-2.0251013995675615,16,-1.57435243586003,11,-2.196318640093475,17,-0.3727278749481243,6,-2.0914681968625213,9,6.333333333333333
2023-05-17T21:07:15Z,2023-05-17 14:20:16,0,128.54.25.110,100,780,1,2023-05-17 14:20:16,R_pRBJQq3qulJgMHD,NA,NA,NA,NA,32.7246,-117.2258,anonymous,EN,"organic, colorful, diverse, beautiful",4,5,2,4,5,2,5,2,5,5,4,5,1,4,5,4,5,5,3,4,4,4,3,5,1,4,3,3,4,2,2,2,2,1,1,2,2,1,1,2,4,3,3,4,5,2,3,7,5,3,4,4,2,4,4,3,4,1,6,6,7,4,2,4,1,3,1,1,1,1,3,7,1,5,5,5,7,5,5,2,3,3,2,7,6,7,3,3,5,3,5,1,1,1,1,NA,1,NA,NA,NA,1,Plain Mountains with Small Shrubs,2,1,1,1,NA,NA,NA,NA,1,NA,NA,2,18,Woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,1,NA,78,5,2,6,6,7,1,48493,13,1,1,1,3,34,-0.28330592749490285,89,-0.7466036485152695,33,-0.15373538778049706,26,-0.7950958713325403,20,0.1289229978416454,10,-1.6049290913548802,3.5,6.333333333333333
2023-05-17T21:16:41Z,2023-05-17 14:30:58,0,128.54.209.211,100,856,1,2023-05-17 14:30:58,R_1hEgmXa6xtoFo6I,NA,NA,NA,NA,32.7203,-117.1552,anonymous,EN,all of the beauty of the world that came before humans,3,4,2,4,4,2,5,4,4,3,3,4,4,5,4,4,3,4,4,4,4,4,3,4,3,4,4,3,4,1,2,1,1,2,2,1,1,2,2,2,4,3,4,7,7,7,7,7,7,7,6,7,5,5,1,7,7,5,6,7,1,3,6,2,7,5,5,6,3,6,1,5,5,6,5,5,2,2,2,5,6,6,1,7,7,5,1,2,2,6,7,1,2,NA,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,19,Woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,1,NA,78,5,8,6,6,7,1,48228,14.266666666666667,1,1,1,3,37,0.2443681459908643,148,1.187533974871531,48,1.0997502428779145,52,1.6336902611864126,22,0.46335691303482524,26,0.34122733067568317,6.5,6.333333333333333
2023-05-17T21:19:55Z,2023-05-17 14:33:26,0,69.196.44.88,100,810,1,2023-05-17 14:33:26,R_1pMbFNu8Lxmazg7,NA,NA,NA,NA,32.7404,-117.1355,anonymous,EN,"I would define nature as outdoor - ocean, forest, hill, mountains. Anything that human did not build (like buildings)",2,4,2,3,3,3,3,2,3,4,2,4,2,3,4,4,4,3,4,4,3,2,4,4,3,4,2,3,4,1,1,1,1,1,2,2,2,1,1,2,2,3,3,4,3,1,5,5,6,4,5,5,2,2,4,4,5,3,5,5,4,5,3,3,3,4,4,4,3,3,2,6,4,4,5,5,5,3,4,4,5,6,3,6,6,4,3,4,5,5,5,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,23,Woman,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,NA,161,161,19,2,NA,15,7,7,5,4,5,1,27389,13.5,1,1,1,3,33,-0.45919728532349186,105,-0.2220917506476626,30,-0.4044325139121793,34,-0.04777706132670863,21,0.2961399554382353,20,-0.3885813275857781,7,4.666666666666667
2023-05-17T21:41:07Z,2023-05-17 14:52:51,0,66.75.253.15,100,704,1,2023-05-17 14:52:52,R_2s6ZFXbRmU03W20,NA,NA,NA,NA,32.7449,-117.165,anonymous,EN,Nature is defined as something that is not manmade or manipulated. It's something that occurs naturally,5,4,1,4,4,2,5,2,4,4,4,4,3,4,4,4,4,4,4,4,4,2,3,5,2,4,2,1,4,1,2,1,1,2,2,1,1,1,1,2,3,3,2,4,4,1,3,6,4,5,2,5,2,2,2,5,5,2,6,5,6,2,2,3,4,4,2,4,3,1,4,5,1,5,6,4,3,2,3,2,5,5,1,6,6,5,2,2,2,3,4,7,2,1,NA,NA,NA,NA,NA,NA,1,chaparral,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,22,Man,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,4,NA,7,5,6,4,4,6,1,45351,11.733333333333333,1,1,0,2,31,-0.8109800009806699,93,-0.6154756740483678,25,-0.8222610574649831,34,-0.04777706132670863,16,-0.5399448325447143,18,-0.6318508803395986,5.5,4.666666666666667
2023-05-17T21:54:45Z,2023-05-17 15:12:52,0,68.252.125.190,100,1086,1,2023-05-17 15:12:52,R_27v428p9TIHxoPO,NA,NA,NA,NA,32.7203,-117.1552,anonymous,EN,unpolluted environment,4,4,2,4,4,4,3,4,4,4,4,5,4,5,4,2,2,4,3,4,3,5,3,4,2,5,3,4,4,1,2,1,1,2,1,1,2,2,2,2,5,3,5,5,6,7,4,6,7,5,3,6,6,3,6,4,7,7,7,6,3,5,1,3,5,5,4,4,5,6,3,4,7,4,2,3,4,6,1,2,3,6,2,6,3,6,3,3,1,6,6,1,3,1,1,NA,NA,1,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,7,20,Man,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,NA,37,37,15,3,NA,78,7,7,3,2,4,1,41706,18.1,1,1,1,3,36,0.06847678816227526,140,0.9252780259377276,47,1.0161845341673537,44,0.886371451180581,22,0.46335691303482524,27,0.4628621070525934,7,3
2023-05-17T22:15:56Z,2023-05-17 15:29:20,0,128.54.212.246,100,804,1,2023-05-17 15:29:21,R_cH2QNa1FsMGYZ9v,NA,NA,NA,NA,33.6206,-117.0867,anonymous,EN,"nature is anything that pertains living plants, animals, bioorganisms and gives other living things food and habitat",1,5,1,5,5,4,5,4,5,4,4,5,1,5,1,4,2,5,2,5,5,5,1,4,2,4,4,1,4,2,1,2,2,1,1,1,2,2,1,2,5,5,4,1,1,1,7,7,7,5,1,2,1,1,2,5,4,4,7,5,1,1,1,2,2,3,4,5,1,3,6,7,4,5,2,5,3,5,2,7,7,7,1,7,7,4,1,5,1,6,7,1,1,NA,1,NA,1,1,1,1,NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,20,Woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,3,NA,78,6,4,6,6,7,1,42360,13.4,1,1,1,3,33,-0.45919728532349186,87,-0.8121676357487204,23,-0.9893924748861047,30,-0.42143646632962445,12,-1.2088126629310738,22,-0.14531177483195767,5,6.333333333333333
2023-05-17T22:32:26Z,2023-05-17 15:43:22,0,128.54.187.78,100,656,1,2023-05-17 15:43:23,R_TnH169RGNVGn3Tr,NA,NA,NA,NA,32.8509,-117.2722,anonymous,EN,animal and plant life in the outside environment,2,5,2,2,5,2,5,3,5,5,1,5,3,3,5,5,4,4,4,3,4,4,4,4,3,4,2,3,4,2,1,1,1,2,1,2,2,2,1,2,5,3,4,2,3,2,5,4,2,5,3,4,4,2,2,4,5,3,6,5,3,3,1,2,6,2,4,5,1,3,2,4,2,6,4,4,2,3,5,5,6,5,3,5,7,6,4,2,6,6,6,1,3,1,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,19,Woman,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,2,NA,78,5,5,4,2,5,1,41327,10.933333333333334,1,1,1,3,35,-0.10741456966631378,91,-0.6810396612818187,24,-0.9058267661755439,36,0.1390526411747493,14,-0.874378747737894,17,-0.7534856567165088,5,3.6666666666666665
2023-05-17T22:32:09Z,2023-05-17 15:44:52,0,128.54.204.149,100,763,1,2023-05-17 15:44:53,R_2qCSAA7PQJXwexa,NA,NA,NA,NA,33.9794,-118.2176,anonymous,EN,Nature refers to the systems and structures that exist without human manipulation.,3,4,4,4,5,2,4,4,4,4,4,4,5,4,5,4,5,5,5,5,5,5,4,4,3,5,4,4,4,2,2,1,1,2,1,1,1,1,2,2,4,3,3,1,3,1,4,6,3,4,2,4,5,5,2,7,2,2,5,7,7,2,1,2,1,4,5,4,2,3,4,5,1,6,5,6,5,2,3,1,6,3,1,5,5,5,2,3,2,7,6,1,2,NA,NA,NA,1,NA,1,NA,1,dry mountains/hills,2,2,1,NA,NA,NA,NA,NA,1,NA,NA,2,19,Man,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Black,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,2,NA,97,5,5,7,6,7,1,48766,12.716666666666667,1,1,1,3,44,1.4756076507909877,93,-0.6154756740483678,26,-0.7386953487544224,27,-0.7016810200818113,18,-0.2055109173515344,22,-0.14531177483195767,5,6.666666666666667
2023-05-17T22:39:14Z,2023-05-17 15:48:47,0,128.54.206.171,100,572,1,2023-05-17 15:48:48,R_2eUW1XZkEfZxQn2,NA,NA,NA,NA,34.0482,-118.1152,anonymous,EN,environment,4,4,4,3,3,4,4,4,4,3,3,4,3,4,3,4,3,3,4,4,4,4,4,3,3,4,3,3,4,2,2,1,1,2,2,1,1,1,2,2,3,4,5,2,3,1,5,7,5,7,4,3,1,3,4,4,3,5,4,3,6,2,1,3,4,3,3,3,4,3,3,4,3,4,5,5,5,5,5,4,4,5,4,5,5,5,5,5,2,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,NA,NA,NA,NA,1,NA,NA,3,20,Woman,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,NA,37,188,2,2,NA,10,7,7,5,5,6,1,43574,9.533333333333333,1,1,1,3,36,0.06847678816227526,95,-0.549911686814917,27,-0.6551296400438616,34,-0.04777706132670863,15,-0.7071617901413041,19,-0.5102161039626883,7,5.333333333333333
2023-05-17T22:40:59Z,2023-05-17 15:53:22,0,216.75.225.126,100,742,1,2023-05-17 15:53:22,R_1CD5uSedCNu27l7,NA,NA,NA,NA,32.7203,-117.1552,anonymous,EN,"green, like, something that exists in harmony",5,4,4,5,5,5,5,4,5,5,4,5,4,2,5,4,5,5,5,5,5,5,5,5,1,5,5,5,4,2,2,1,1,2,1,1,1,2,2,2,3,1,1,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,2,2,7,7,7,7,7,7,7,7,2,7,7,2,3,3,6,6,6,2,3,2,6,6,6,6,2,6,3,2,6,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,5,21,Man,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,4,NA,16,4,6,6,5,7,1,40039,12.366666666666667,1,1,1,3,46,1.8273903664481657,174,2.0398658089063924,58,1.9354073299835222,54,1.8205199636878706,25,0.9650077858245949,37,1.6792098708216956,5,6
2023-05-17T23:40:43Z,2023-05-17 16:50:32,0,69.196.46.183,100,589,1,2023-05-17 16:50:32,R_2EsKd6lMEN5W4nV,NA,NA,NA,NA,32.7097,-117.1228,anonymous,EN,"the way we are born, in nature vs nurture aspect, i think nature is the insticts we are born with
",5,3,4,3,5,2,4,5,5,4,4,3,1,1,5,5,5,4,2,5,4,5,3,5,1,5,5,4,4,2,2,2,2,2,2,1,2,2,2,2,3,4,5,6,3,2,1,1,7,4,1,2,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,2,7,2,7,7,7,7,4,1,5,3,7,7,1,7,5,7,1,4,1,7,7,1,2,1,NA,NA,1,NA,NA,NA,NA,NA,7,1,1,1,NA,NA,NA,NA,1,NA,NA,5,19,Man,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle Eastern,NA,NA,NA,NA,NA,NA,NA,NA,150,150,18,1,NA,15,7,8,7,7,7,1,48111,9.816666666666666,1,1,1,3,39,0.5961508616480424,65,-1.53337149531668,23,-0.9893924748861047,12,-2.1029037888427458,17,-0.3727278749481243,13,-1.2400247622241496,7.5,7
